image_path,caption
/home/padmanabhan.h/datasets/coco/train2017/000000576994.jpg,An open living room with beige  and brown furniture
/home/padmanabhan.h/datasets/coco/train2017/000000283772.jpg,A couple of boys that are standing on a tennis court.
/home/padmanabhan.h/datasets/coco/train2017/000000372759.jpg,There is a cat sitting next to a pair of boots.
/home/padmanabhan.h/datasets/coco/train2017/000000028385.jpg,a room with two clocks on teh wall and a lamp hanging from the ceiling
/home/padmanabhan.h/datasets/coco/train2017/000000338670.jpg,The produce department of a market with fruits of all kinds in it.
/home/padmanabhan.h/datasets/coco/train2017/000000182895.jpg,A parking filled with parking meters and palm trees.
/home/padmanabhan.h/datasets/coco/train2017/000000049625.jpg,A plate of food next to utensils on a table.
/home/padmanabhan.h/datasets/coco/train2017/000000526432.jpg,a desk a keyboard two monitors papers books and a cup
/home/padmanabhan.h/datasets/coco/train2017/000000037882.jpg,Baseball player with a bat next to a baseball plate.
/home/padmanabhan.h/datasets/coco/train2017/000000119373.jpg,A man riding a surfboard in the waves of a body of water.
/home/padmanabhan.h/datasets/coco/train2017/000000469010.jpg,a number of people holding umbrellas on a city street
/home/padmanabhan.h/datasets/coco/train2017/000000025282.jpg,A woman riding on a motorcycle on a green field.
/home/padmanabhan.h/datasets/coco/train2017/000000382629.jpg,A couple of metal racks filled with donuts and doughnut holes
/home/padmanabhan.h/datasets/coco/train2017/000000303360.jpg,Two women shooting bows one in real life and one on a video game.
/home/padmanabhan.h/datasets/coco/train2017/000000402386.jpg,A blue and white street sign attached to a pole.
/home/padmanabhan.h/datasets/coco/train2017/000000455738.jpg,Two sheep graze in a grassy field at the edge of woods.
/home/padmanabhan.h/datasets/coco/train2017/000000115311.jpg,A cat's head is visible poking out of a handbag.
/home/padmanabhan.h/datasets/coco/train2017/000000166837.jpg,A Rail Freight engine on a railroad track.
/home/padmanabhan.h/datasets/coco/train2017/000000204431.jpg,A man wearing skis and holding ski poles in the snow.
/home/padmanabhan.h/datasets/coco/train2017/000000348584.jpg,Only the top of the parking meters show through the deep snow.
/home/padmanabhan.h/datasets/coco/train2017/000000429497.jpg,Several bicycles lined up against a brick building.
/home/padmanabhan.h/datasets/coco/train2017/000000473549.jpg,A TV with a bird sitting on top of it mounted to a ceiling.
/home/padmanabhan.h/datasets/coco/train2017/000000102614.jpg,Small white sheep standing on a gravel road by itself.
/home/padmanabhan.h/datasets/coco/train2017/000000026078.jpg,a tall red bus is coming down some tracks
/home/padmanabhan.h/datasets/coco/train2017/000000368014.jpg,Retired fighter jet shown on ground at airfield.
/home/padmanabhan.h/datasets/coco/train2017/000000271820.jpg,The view of a living room from a bed room.
/home/padmanabhan.h/datasets/coco/train2017/000000358763.jpg,five monitors a keyboard mouse and a laptop
/home/padmanabhan.h/datasets/coco/train2017/000000324483.jpg,A fluffy cat is poking its head out from a suitcase.
/home/padmanabhan.h/datasets/coco/train2017/000000573726.jpg,A black and white cat in a trance viewing a computer screen.
/home/padmanabhan.h/datasets/coco/train2017/000000030289.jpg,a group of people in a park playing with a frisbey
/home/padmanabhan.h/datasets/coco/train2017/000000489476.jpg,A man in yellow shirt riding a horse with helicopter in background.
/home/padmanabhan.h/datasets/coco/train2017/000000533537.jpg,A tall clock near some buildings reads 12.
/home/padmanabhan.h/datasets/coco/train2017/000000192009.jpg,A stop sign on a pole covered with snow.
/home/padmanabhan.h/datasets/coco/train2017/000000238557.jpg,this is a woman using a cell phone
/home/padmanabhan.h/datasets/coco/train2017/000000364748.jpg,Three packaged doughnuts that are on a table.
/home/padmanabhan.h/datasets/coco/train2017/000000388352.jpg,A dog next to a bowl that contains a ball.
/home/padmanabhan.h/datasets/coco/train2017/000000513096.jpg,a couple of men are in front of a table
/home/padmanabhan.h/datasets/coco/train2017/000000136905.jpg,A train is seen above a wall with graffiti
/home/padmanabhan.h/datasets/coco/train2017/000000055389.jpg,A person holding a purple stuffed teddy bear.
/home/padmanabhan.h/datasets/coco/train2017/000000178746.jpg,A picture shows Darth Vader waiting at a luggage carousel.
/home/padmanabhan.h/datasets/coco/train2017/000000536575.jpg,A view of a computer on the computer desk.
/home/padmanabhan.h/datasets/coco/train2017/000000514821.jpg,a man talking on a cell phone as he crosses the street
/home/padmanabhan.h/datasets/coco/train2017/000000346345.jpg,A boat laying on the side of a dirt road.
/home/padmanabhan.h/datasets/coco/train2017/000000108224.jpg,A red bus parked in front of a building near a street.
/home/padmanabhan.h/datasets/coco/train2017/000000297667.jpg,Childs play ground with slides and climbing structures shaped like animals.
/home/padmanabhan.h/datasets/coco/train2017/000000256800.jpg,Two black dogs fight over a frisbee on the beach while another dog watches.
/home/padmanabhan.h/datasets/coco/train2017/000000300472.jpg,A woman with a plate of food in front of her and holding a lighter in her hand.
/home/padmanabhan.h/datasets/coco/train2017/000000182423.jpg,A black traffic light on a white street post
/home/padmanabhan.h/datasets/coco/train2017/000000305805.jpg,A pizza on a pan is being prepared to be baked.
/home/padmanabhan.h/datasets/coco/train2017/000000238554.jpg,A giraffe reaches up his head on a ledge high up on a rock.
/home/padmanabhan.h/datasets/coco/train2017/000000438504.jpg,A boy jumping a ramp with his skate board
/home/padmanabhan.h/datasets/coco/train2017/000000281882.jpg,A latte and a cell phone sit next to each other on a glass table.
/home/padmanabhan.h/datasets/coco/train2017/000000193384.jpg,A woman is baking something using chocolate in the kitchen.
/home/padmanabhan.h/datasets/coco/train2017/000000353274.jpg,Man wearing a white shirt with button down pockets and a red/maroon tie.
/home/padmanabhan.h/datasets/coco/train2017/000000364160.jpg,"A person hitting a tennis ball, with a tennis racket on the tennis court"
/home/padmanabhan.h/datasets/coco/train2017/000000282590.jpg,A person that is playing with a dog.
/home/padmanabhan.h/datasets/coco/train2017/000000325646.jpg,A jet is parked on the runway at the airport
/home/padmanabhan.h/datasets/coco/train2017/000000555910.jpg,A kitchen with a counter and shelf holding various items.
/home/padmanabhan.h/datasets/coco/train2017/000000566032.jpg,a person slicing a pan of pizza on a table
/home/padmanabhan.h/datasets/coco/train2017/000000074176.jpg,A woman standing on a surfboard in fairly calm water.
/home/padmanabhan.h/datasets/coco/train2017/000000017313.jpg,Two men are serving wine to two women at a wine tasting event.
/home/padmanabhan.h/datasets/coco/train2017/000000063446.jpg,A classic car is parked in a garage.
/home/padmanabhan.h/datasets/coco/train2017/000000388064.jpg,Two women are trying to fly a kite by the ocean.
/home/padmanabhan.h/datasets/coco/train2017/000000122863.jpg,A man driving a three wheel motor bike with two women riding in back
/home/padmanabhan.h/datasets/coco/train2017/000000523243.jpg,A man in a wetsuit that is riding on a wave.
/home/padmanabhan.h/datasets/coco/train2017/000000160142.jpg,A room that has a coffee table and flat screen television.
/home/padmanabhan.h/datasets/coco/train2017/000000332096.jpg,a digitally manipulated picture with multiple images of a baseball pitcher
/home/padmanabhan.h/datasets/coco/train2017/000000398406.jpg,An older white male standing in front a dump truck and beside a car
/home/padmanabhan.h/datasets/coco/train2017/000000344996.jpg,A black and white photo of a woman riding a bike.
/home/padmanabhan.h/datasets/coco/train2017/000000097346.jpg,A white train moving along the track under power lines.
/home/padmanabhan.h/datasets/coco/train2017/000000082091.jpg,A polar bear plays with a ball underwater.
/home/padmanabhan.h/datasets/coco/train2017/000000306230.jpg,A gas station on the corner of a street next to a traffic light.
/home/padmanabhan.h/datasets/coco/train2017/000000207554.jpg,A group of white horses passing through a prairie.
/home/padmanabhan.h/datasets/coco/train2017/000000236519.jpg,A man stands on a train station platform wearing a tie and jacket.
/home/padmanabhan.h/datasets/coco/train2017/000000030931.jpg,Refrigerator magnets can tell you a lot about someone
/home/padmanabhan.h/datasets/coco/train2017/000000478997.jpg,The sheep are grazing in the field together.
/home/padmanabhan.h/datasets/coco/train2017/000000197681.jpg,A laptop is on a table in a room.
/home/padmanabhan.h/datasets/coco/train2017/000000566847.jpg,two giraffes are walking down a dirt road
/home/padmanabhan.h/datasets/coco/train2017/000000039470.jpg,A pair of scissors held next to a couch
/home/padmanabhan.h/datasets/coco/train2017/000000256364.jpg,A fast subway train out of the tunnels.
/home/padmanabhan.h/datasets/coco/train2017/000000265553.jpg,A young boy stands at bat playing tee ball.
/home/padmanabhan.h/datasets/coco/train2017/000000559386.jpg,A mirror with the reflection of a yellow train in it.
/home/padmanabhan.h/datasets/coco/train2017/000000120615.jpg,A toilet is underneath a rack of red towels.
/home/padmanabhan.h/datasets/coco/train2017/000000351287.jpg,A yellow dog is walking on white snow.
/home/padmanabhan.h/datasets/coco/train2017/000000526968.jpg,A soccer goalie bends over and holds the ball to his chest.
/home/padmanabhan.h/datasets/coco/train2017/000000322427.jpg,A pallet is laid on the wooden floor in the apartment.
/home/padmanabhan.h/datasets/coco/train2017/000000128463.jpg,River scene showing boat going down calm water under a blue and white sky.
/home/padmanabhan.h/datasets/coco/train2017/000000363191.jpg,A picture of a fridge that is open.
/home/padmanabhan.h/datasets/coco/train2017/000000094548.jpg,The kitesurfer is being lifted out of the ocean water.
/home/padmanabhan.h/datasets/coco/train2017/000000295195.jpg,A photo take though glass of a polar pear diving under water.
/home/padmanabhan.h/datasets/coco/train2017/000000183843.jpg,A man riding a snowboard across snow covered ground.
/home/padmanabhan.h/datasets/coco/train2017/000000117093.jpg,A moped sitting on the street with bags surrounding it.
/home/padmanabhan.h/datasets/coco/train2017/000000143511.jpg,A Zebra is standing under a large pole.
/home/padmanabhan.h/datasets/coco/train2017/000000074945.jpg,A group of pretty ladies having a picnic.
/home/padmanabhan.h/datasets/coco/train2017/000000005860.jpg,A small cell phone sitting next to a glass of Pepsi.
/home/padmanabhan.h/datasets/coco/train2017/000000128987.jpg,A black motorcycle sits parked on a brick road.
/home/padmanabhan.h/datasets/coco/train2017/000000257983.jpg,group of giraffe's standing in grass lands
/home/padmanabhan.h/datasets/coco/train2017/000000337667.jpg,A couple of large pieces of equipment and rail cars next to a railroad track.
/home/padmanabhan.h/datasets/coco/train2017/000000418115.jpg,A comfortable living room has an oak ceiling.
/home/padmanabhan.h/datasets/coco/train2017/000000448786.jpg,A modern train on a rail line near a station
/home/padmanabhan.h/datasets/coco/train2017/000000545309.jpg,a train is in a tunnel by a station
/home/padmanabhan.h/datasets/coco/train2017/000000167489.jpg,a man in a tie and name tag is smiling
/home/padmanabhan.h/datasets/coco/train2017/000000269392.jpg,An old fashioned wooden TV console sits outdoors.
/home/padmanabhan.h/datasets/coco/train2017/000000030998.jpg,The muffins are ready fresh out of the oven.
/home/padmanabhan.h/datasets/coco/train2017/000000275695.jpg,Many cabinets assure plenty of space for dishes and food items.
/home/padmanabhan.h/datasets/coco/train2017/000000221666.jpg,A bench is on cement surrounded by daisies.
/home/padmanabhan.h/datasets/coco/train2017/000000149604.jpg,A woman pointing to the right while wearing a white dress.
/home/padmanabhan.h/datasets/coco/train2017/000000513060.jpg,A person is holding two doughnuts while sitting on a bench.
/home/padmanabhan.h/datasets/coco/train2017/000000259120.jpg,A room with some chairs a desk and a table in it
/home/padmanabhan.h/datasets/coco/train2017/000000029268.jpg,Two Japanese umbrellas are in a drink glass.
/home/padmanabhan.h/datasets/coco/train2017/000000179242.jpg,Kitchen with black countertops and silver appliances.
/home/padmanabhan.h/datasets/coco/train2017/000000581127.jpg,"A bathroom with a toilet, tissue and tiled floor."
/home/padmanabhan.h/datasets/coco/train2017/000000423834.jpg,A young man holding a skateboard while standing near a church.
/home/padmanabhan.h/datasets/coco/train2017/000000517171.jpg,A zebra is laying down rolling in the dirt.
/home/padmanabhan.h/datasets/coco/train2017/000000125353.jpg,A electronic device next to a water bottle and banana.
/home/padmanabhan.h/datasets/coco/train2017/000000216278.jpg,A double decker bus parks as passengers board it.
/home/padmanabhan.h/datasets/coco/train2017/000000187447.jpg,a person jumping in the air with a skateboard performing a stunt.
/home/padmanabhan.h/datasets/coco/train2017/000000385644.jpg,A lone skater is balancing on a skateboard on the road.
/home/padmanabhan.h/datasets/coco/train2017/000000350358.jpg,Two young men both reaching for a Frisbee in mid air
/home/padmanabhan.h/datasets/coco/train2017/000000227840.jpg,A train pulling multiple rail cars on a bridge.
/home/padmanabhan.h/datasets/coco/train2017/000000518615.jpg,A church made of red brick with a white steeple.
/home/padmanabhan.h/datasets/coco/train2017/000000551910.jpg,A man flying a large kite with two strings for controlling it.
/home/padmanabhan.h/datasets/coco/train2017/000000428345.jpg,A number of different food items on plates.
/home/padmanabhan.h/datasets/coco/train2017/000000534845.jpg,A few items that were left out to air dry.
/home/padmanabhan.h/datasets/coco/train2017/000000300629.jpg,Two boxes filled with pizza on top of a counter.
/home/padmanabhan.h/datasets/coco/train2017/000000161356.jpg,Different types of food displayed for customers to purchase
/home/padmanabhan.h/datasets/coco/train2017/000000338910.jpg,A snowboarder in red pants going down a snowy mountain.
/home/padmanabhan.h/datasets/coco/train2017/000000244581.jpg,A bedroom has a black bed and drawer.
/home/padmanabhan.h/datasets/coco/train2017/000000577076.jpg,A boy jumping a skate board on the number 1 next to a 2 on the ground.
/home/padmanabhan.h/datasets/coco/train2017/000000542343.jpg,An elephant carrying some people through some foggy woods.
/home/padmanabhan.h/datasets/coco/train2017/000000550303.jpg,A train coming down the tracks with a giant cloud of smoke
/home/padmanabhan.h/datasets/coco/train2017/000000159957.jpg,A man and a woman standing under a wicker umbrella by an ocean.
/home/padmanabhan.h/datasets/coco/train2017/000000105859.jpg,A bowl full of oranges next to  a tea pot
/home/padmanabhan.h/datasets/coco/train2017/000000542442.jpg,Three men walking in business suits and double neck ties
/home/padmanabhan.h/datasets/coco/train2017/000000517113.jpg,A baseball player is ready to swing at the ball as the catcher and umpire crouch behind him.
/home/padmanabhan.h/datasets/coco/train2017/000000227422.jpg,A surfer coming out of a wave on a surfboard in the ocean.
/home/padmanabhan.h/datasets/coco/train2017/000000470004.jpg,Many people are gathered around a cake covered in lit candles.
/home/padmanabhan.h/datasets/coco/train2017/000000029909.jpg,A person prepares to apply toothpaste to four toothbrushes simultaneously.
/home/padmanabhan.h/datasets/coco/train2017/000000340316.jpg,a scuplture of pepper/hyrant mixture sitting on a pedestal
/home/padmanabhan.h/datasets/coco/train2017/000000577613.jpg,A large group of people at a farmers market.
/home/padmanabhan.h/datasets/coco/train2017/000000414161.jpg,"A propeller plane flying through the air, on a clear day."
/home/padmanabhan.h/datasets/coco/train2017/000000031504.jpg,A WOMAN IS SITTING ON HER CELL PHONE
/home/padmanabhan.h/datasets/coco/train2017/000000424793.jpg,some people and some rows of birds in their cages
/home/padmanabhan.h/datasets/coco/train2017/000000552565.jpg,The young girl is trying to prepare a meal in the kitchen.
/home/padmanabhan.h/datasets/coco/train2017/000000550258.jpg,a girl eating strawberries while sitting at a table
/home/padmanabhan.h/datasets/coco/train2017/000000520195.jpg,A group of young men standing next to each other on a ski slope.
/home/padmanabhan.h/datasets/coco/train2017/000000358980.jpg,"A batter, a catcher and an umpire are in position."
/home/padmanabhan.h/datasets/coco/train2017/000000041357.jpg,A man is skiing down a snowy slope.
/home/padmanabhan.h/datasets/coco/train2017/000000018862.jpg,Several pairs of footwear displayed in suitcase under wooden table.
/home/padmanabhan.h/datasets/coco/train2017/000000526980.jpg,Shot of a restroom with toilet on far side.
/home/padmanabhan.h/datasets/coco/train2017/000000119600.jpg,A red fire hydrant in the middle of a dirt field.
/home/padmanabhan.h/datasets/coco/train2017/000000435707.jpg,A Apple laptop computer with a power cord being held in a hand.
/home/padmanabhan.h/datasets/coco/train2017/000000464751.jpg,The man stands in the bathroom with no shirt on brushing his teeth.
/home/padmanabhan.h/datasets/coco/train2017/000000117218.jpg,"A living room that has a Christmas tree that is decorated and lit, along with other Christmas decorations."
/home/padmanabhan.h/datasets/coco/train2017/000000540404.jpg,A truck travels down a street at night.
/home/padmanabhan.h/datasets/coco/train2017/000000072495.jpg,All my bags are packed and ready to go on vacation.
/home/padmanabhan.h/datasets/coco/train2017/000000577723.jpg,The bank has a clock displayed out front of their building.
/home/padmanabhan.h/datasets/coco/train2017/000000462105.jpg,Park benches facing out towards a lighthouse and harbor.
/home/padmanabhan.h/datasets/coco/train2017/000000113019.jpg,A boy is sitting at a table with his laptop.
/home/padmanabhan.h/datasets/coco/train2017/000000038049.jpg,There is a man skiing in the snow all alone.
/home/padmanabhan.h/datasets/coco/train2017/000000394266.jpg,A surfer riding a wave back to shore.
/home/padmanabhan.h/datasets/coco/train2017/000000101461.jpg,A collie is looking outside an open window.
/home/padmanabhan.h/datasets/coco/train2017/000000391912.jpg,Two giraffes walking through some grass next to trees.
/home/padmanabhan.h/datasets/coco/train2017/000000397543.jpg,Cat sleeping with his head on a book on a table
/home/padmanabhan.h/datasets/coco/train2017/000000546188.jpg,Surfer wearing a wet suit riding on top of a wave.
/home/padmanabhan.h/datasets/coco/train2017/000000487007.jpg,Woman in blue shirt with a plate of food.
/home/padmanabhan.h/datasets/coco/train2017/000000513899.jpg,Green onions sit on a cutting board along with carrot sticks.
/home/padmanabhan.h/datasets/coco/train2017/000000507789.jpg,A bathroom is freshly cleaned and has a clear shower curtain.
/home/padmanabhan.h/datasets/coco/train2017/000000429096.jpg,A woman talking on a phone while walking barefoot.
/home/padmanabhan.h/datasets/coco/train2017/000000237825.jpg,Herd of sheep walking pass cars still have their long tails
/home/padmanabhan.h/datasets/coco/train2017/000000517113.jpg,A man is swinging a bat at a ball.
/home/padmanabhan.h/datasets/coco/train2017/000000361885.jpg,A man standing in a room with a remote.
/home/padmanabhan.h/datasets/coco/train2017/000000180857.jpg,A traffic signal hanging over a street at night.
/home/padmanabhan.h/datasets/coco/train2017/000000267515.jpg,Toothpaste and toothbrushes lean on the edge of a sink.
/home/padmanabhan.h/datasets/coco/train2017/000000247525.jpg,there is a brown cow that is on this small hill
/home/padmanabhan.h/datasets/coco/train2017/000000539413.jpg,Some people are standing with umbrellas in the rain.
/home/padmanabhan.h/datasets/coco/train2017/000000504037.jpg,A cat laying on  a table that shows off it's reflection
/home/padmanabhan.h/datasets/coco/train2017/000000384780.jpg,A man is surfing a wave at the beach
/home/padmanabhan.h/datasets/coco/train2017/000000302725.jpg,A train making its way out of tunnel carved from a tree.
/home/padmanabhan.h/datasets/coco/train2017/000000091275.jpg,The German shepherd is carrying a Frisbee in the park.
/home/padmanabhan.h/datasets/coco/train2017/000000419612.jpg,A black and green Halloween cake with orange writing and various Halloween toppings.
/home/padmanabhan.h/datasets/coco/train2017/000000548511.jpg,A white cat with a small teddy bear next to it.
/home/padmanabhan.h/datasets/coco/train2017/000000451440.jpg,A cat sits on a chair next to a set table.
/home/padmanabhan.h/datasets/coco/train2017/000000566096.jpg,Antique black and white photograph of people skiing
/home/padmanabhan.h/datasets/coco/train2017/000000508725.jpg,A red and yellow train is in front of a gray building.
/home/padmanabhan.h/datasets/coco/train2017/000000481318.jpg,A small dachshund sitting beside several pairs of shoes.
/home/padmanabhan.h/datasets/coco/train2017/000000204664.jpg,Dude looks hypnotized as he stares at the donut hanging from a string
/home/padmanabhan.h/datasets/coco/train2017/000000079189.jpg,A woman standing in a kitchen preparing food.
/home/padmanabhan.h/datasets/coco/train2017/000000147505.jpg,A fireman messing with a fire hydrant near a curb.
/home/padmanabhan.h/datasets/coco/train2017/000000042970.jpg,A group of bikers traveling down a road past a store.
/home/padmanabhan.h/datasets/coco/train2017/000000147444.jpg,The professional soccer player is moving the ball down the field.
/home/padmanabhan.h/datasets/coco/train2017/000000355231.jpg,Three bicyclists in hats riding abreast down a road.
/home/padmanabhan.h/datasets/coco/train2017/000000276949.jpg,A young man playing tennis in a park with several courts.
/home/padmanabhan.h/datasets/coco/train2017/000000009138.jpg,A plane docked at the airport loading passengers.
/home/padmanabhan.h/datasets/coco/train2017/000000337133.jpg,A man riding a white horse in a field being followed by his dog.
/home/padmanabhan.h/datasets/coco/train2017/000000360849.jpg,A dining table with several chairs around it.
/home/padmanabhan.h/datasets/coco/train2017/000000566927.jpg,A couple of men standing on top of a sandy beach.
/home/padmanabhan.h/datasets/coco/train2017/000000542582.jpg,A white bus driving down a street next to traffic lights.
/home/padmanabhan.h/datasets/coco/train2017/000000329653.jpg,A plate of 4 chocolate covered strawberries on a table.
/home/padmanabhan.h/datasets/coco/train2017/000000082929.jpg,A sandwich and salad on a plate sitting on a black table.
/home/padmanabhan.h/datasets/coco/train2017/000000035899.jpg,Trees stand still in the middle of the forest.
/home/padmanabhan.h/datasets/coco/train2017/000000014750.jpg,A bicycle is parked up against a white stucco building.
/home/padmanabhan.h/datasets/coco/train2017/000000368321.jpg,A living room area with a white couch and pillows on it
/home/padmanabhan.h/datasets/coco/train2017/000000224322.jpg,a person standing next to a parked motorcycle on a field
/home/padmanabhan.h/datasets/coco/train2017/000000452414.jpg,A group of people standing near some bananas.
/home/padmanabhan.h/datasets/coco/train2017/000000538470.jpg,A group of baseball players standing on top of a field.
/home/padmanabhan.h/datasets/coco/train2017/000000377456.jpg,a man by a tennis net getting ready to hit a ball
/home/padmanabhan.h/datasets/coco/train2017/000000368253.jpg,A giraffe walking across a tall grass field.
/home/padmanabhan.h/datasets/coco/train2017/000000230679.jpg,a young boy feeding a giraffe over a fence
/home/padmanabhan.h/datasets/coco/train2017/000000267647.jpg,A birthday cake with a piece cut out sitting on lace doily in the cake box.
/home/padmanabhan.h/datasets/coco/train2017/000000307932.jpg,Two baby elephants standing in tall grass with an adult elephant.
/home/padmanabhan.h/datasets/coco/train2017/000000131075.jpg,A large television screen in a large room.
/home/padmanabhan.h/datasets/coco/train2017/000000173491.jpg,A boy holding an orange frisbee on the beach.
/home/padmanabhan.h/datasets/coco/train2017/000000108210.jpg,I am unable to see an image above.
/home/padmanabhan.h/datasets/coco/train2017/000000350974.jpg,People walk in a city square on a rainy day.
/home/padmanabhan.h/datasets/coco/train2017/000000551823.jpg,a red fire hydrant  is by a house
/home/padmanabhan.h/datasets/coco/train2017/000000415585.jpg,A number of train tracks with a train on one of them
/home/padmanabhan.h/datasets/coco/train2017/000000004662.jpg,A batter is in position and waiting for the pitch.
/home/padmanabhan.h/datasets/coco/train2017/000000530560.jpg,A car travels down the street in the middle of the city.
/home/padmanabhan.h/datasets/coco/train2017/000000204626.jpg,A skier wearing a green coat skiing in the snow
/home/padmanabhan.h/datasets/coco/train2017/000000103966.jpg,A tennis racket is leaned against a bench.
/home/padmanabhan.h/datasets/coco/train2017/000000264572.jpg,A boy in the pitcher's mound getting ready to throw the ball.
/home/padmanabhan.h/datasets/coco/train2017/000000374904.jpg,A close up picture of an animal in the street.
/home/padmanabhan.h/datasets/coco/train2017/000000259477.jpg,Two zebra standing on a grass covered lot.
/home/padmanabhan.h/datasets/coco/train2017/000000205451.jpg,A man turned backwards on top of an elephant.
/home/padmanabhan.h/datasets/coco/train2017/000000121519.jpg,a man is blowing in to a device in his hands
/home/padmanabhan.h/datasets/coco/train2017/000000337452.jpg,Men and boys with skate boards waiting near turn at a skate board park.
/home/padmanabhan.h/datasets/coco/train2017/000000548544.jpg,"A person walking down the beach, with a surfboard."
/home/padmanabhan.h/datasets/coco/train2017/000000576714.jpg,Heavily wooled sheep standing on grassy area in open field.
/home/padmanabhan.h/datasets/coco/train2017/000000230881.jpg,a bull standing under a stone cave by his self
/home/padmanabhan.h/datasets/coco/train2017/000000145794.jpg,A person holding ski poles standing in the snow.
/home/padmanabhan.h/datasets/coco/train2017/000000101079.jpg,A man holds a nun chuck and plays a video game.
/home/padmanabhan.h/datasets/coco/train2017/000000303704.jpg,A brightly colored red wooden train in the snow.
/home/padmanabhan.h/datasets/coco/train2017/000000115305.jpg,Two girls compete to catch a Frisbee as people watch the game.
/home/padmanabhan.h/datasets/coco/train2017/000000376740.jpg,There is a tennis player that is playing on the court
/home/padmanabhan.h/datasets/coco/train2017/000000267661.jpg,"A man sitting at a cubicle desk wearing a button that says ""dork"" and a beanie cap with a propeller."
/home/padmanabhan.h/datasets/coco/train2017/000000317474.jpg,The fresh produce market has tons of bananas and fresh fruits.
/home/padmanabhan.h/datasets/coco/train2017/000000021786.jpg,three workers in a parking lot with a large box
/home/padmanabhan.h/datasets/coco/train2017/000000540681.jpg,The lady in blue watches as the tennis player reaches for the hit.
/home/padmanabhan.h/datasets/coco/train2017/000000210104.jpg,A woman in a leopard coat sits on a bench.
/home/padmanabhan.h/datasets/coco/train2017/000000559047.jpg,a cat sitting on a wooden top over some vegetation
/home/padmanabhan.h/datasets/coco/train2017/000000457067.jpg,Someone is showing a text message to the camera.
/home/padmanabhan.h/datasets/coco/train2017/000000327328.jpg,An orange cat sitting in a red bag.
/home/padmanabhan.h/datasets/coco/train2017/000000133510.jpg,A pitcher prepares to throw the ball to the hitter.
/home/padmanabhan.h/datasets/coco/train2017/000000480583.jpg,Several trays of doughnuts are on display behind glass.
/home/padmanabhan.h/datasets/coco/train2017/000000132038.jpg,A man holding a tennis racquet while standing on a tennis court.
/home/padmanabhan.h/datasets/coco/train2017/000000218964.jpg,"two pizzas being prepared, with mushrooms and peppers."
/home/padmanabhan.h/datasets/coco/train2017/000000566489.jpg,A bathroom with a curtain over the bathtub next to a sink and toilet.
/home/padmanabhan.h/datasets/coco/train2017/000000110944.jpg,a man walking away from a tennis court
/home/padmanabhan.h/datasets/coco/train2017/000000185127.jpg,A group of men who are playing frisbee together.
/home/padmanabhan.h/datasets/coco/train2017/000000299533.jpg,Two horses are standing beside a baby horse.
/home/padmanabhan.h/datasets/coco/train2017/000000162939.jpg,A plane sitting on the tarmac at an airport
/home/padmanabhan.h/datasets/coco/train2017/000000532145.jpg,A herd of cattle standing on top of a grass covered field.
/home/padmanabhan.h/datasets/coco/train2017/000000493398.jpg,A group of happy diners are sitting at a table.
/home/padmanabhan.h/datasets/coco/train2017/000000529691.jpg,Several park benches lined up under a row of trees.
/home/padmanabhan.h/datasets/coco/train2017/000000352148.jpg,A young man captured holding a tennis racket.
/home/padmanabhan.h/datasets/coco/train2017/000000132591.jpg,A family on the beach points into the water.
/home/padmanabhan.h/datasets/coco/train2017/000000065982.jpg,A woman on a cell phone leaned against a wall
/home/padmanabhan.h/datasets/coco/train2017/000000373532.jpg,a close up of a plate of food with vegetables
/home/padmanabhan.h/datasets/coco/train2017/000000356349.jpg,A wound table is set in the corner of a room.
/home/padmanabhan.h/datasets/coco/train2017/000000210845.jpg,The group of children are eating pizza together.
/home/padmanabhan.h/datasets/coco/train2017/000000327623.jpg,A cat sitting under a chair on tiled floor
/home/padmanabhan.h/datasets/coco/train2017/000000505132.jpg,Well decorated restroom with sink and chair for sitting.
/home/padmanabhan.h/datasets/coco/train2017/000000200442.jpg,A woman is riding her skateboard down the empty street.
/home/padmanabhan.h/datasets/coco/train2017/000000551481.jpg,A young boy in a baseball uniform wearing a catchers mitt.
/home/padmanabhan.h/datasets/coco/train2017/000000447065.jpg,A person with an umbrella is walking beside a bus.
/home/padmanabhan.h/datasets/coco/train2017/000000492293.jpg,A bus that runs on electricity from a contact with overhead lines.
/home/padmanabhan.h/datasets/coco/train2017/000000144298.jpg,A white bus is next to a couple of motorcycles on the road.
/home/padmanabhan.h/datasets/coco/train2017/000000550547.jpg,A slice of berry bread on a plate with a fork next to it.
/home/padmanabhan.h/datasets/coco/train2017/000000363346.jpg,a cargo dolly next to several motor cycles
/home/padmanabhan.h/datasets/coco/train2017/000000479214.jpg,A very elegant plate presentation featuring broccoli as the veggie choice
/home/padmanabhan.h/datasets/coco/train2017/000000027742.jpg,A group of people standing around a table laid with food.
/home/padmanabhan.h/datasets/coco/train2017/000000457037.jpg,"A room with a bed, two lamps, chairs, television and bath tub."
/home/padmanabhan.h/datasets/coco/train2017/000000325434.jpg,A train is parked under a carport awaiting visitors.
/home/padmanabhan.h/datasets/coco/train2017/000000277956.jpg,A baby and a child are playing frisbee.
/home/padmanabhan.h/datasets/coco/train2017/000000522150.jpg,a man holds his hand up while riding his motorcycle.
